,school,sex,age,address,Pstatus,guardian,traveltime,studytime,failures,paid,internet,health,absences,G1,G2,G3,extra,aprroved
84,MS,F,20,U,T,mother,2,2,1,no,yes,3,8,11,9,10,33.0,0
85,MS,F,17,U,T,father,1,3,0,no,no,3,0,11,11,10,100.0,1
86,MS,M,17,R,T,mother,3,1,1,no,yes,5,0,10,9,9,100.0,0
87,MS,F,16,R,T,father,3,2,0,no,no,1,0,16,17,18,100.0,1
88,MS,F,17,R,T,mother,2,2,0,no,no,1,0,15,17,17,100.0,1
89,MS,F,17,U,A,mother,2,2,0,no,yes,4,1,11,9,10,92.0,1
90,MS,F,18,R,T,mother,1,2,1,no,yes,5,9,7,7,7,25.0,0
91,MS,F,16,U,T,mother,1,1,0,no,yes,1,0,8,6,8,100.0,0
92,MS,F,16,U,T,mother,1,1,0,no,yes,3,2,7,6,7,83.0,0
93,MS,F,18,U,T,mother,2,2,0,no,no,3,8,9,8,10,33.0,0
94,MS,F,16,R,T,father,1,2,0,no,yes,2,0,14,16,16,100.0,1
95,MS,F,16,R,T,mother,2,1,0,no,yes,2,0,14,14,15,100.0,1
96,MS,F,18,U,A,father,1,2,1,no,yes,1,8,8,5,8,33.0,0
97,MS,M,16,R,T,mother,2,2,0,no,yes,2,0,8,7,0,100.0,0
98,MS,F,16,U,T,mother,3,2,0,no,yes,5,6,6,8,8,50.0,0
99,MS,F,16,R,T,mother,2,2,0,no,yes,2,0,8,10,10,100.0,1
100,MS,F,16,U,T,mother,1,2,0,no,yes,3,4,8,8,8,67.0,0
101,MS,M,18,U,T,mother,1,4,0,no,yes,5,2,5,6,6,83.0,0
102,MS,F,16,R,T,mother,3,2,0,no,no,2,2,7,9,8,83.0,0
103,MS,M,17,U,T,mother,1,3,0,no,yes,5,0,15,14,16,100.0,1
104,MS,F,17,R,T,mother,1,1,0,no,yes,5,1,13,14,14,92.0,1
105,MS,M,16,U,T,mother,4,3,0,no,no,3,0,10,9,10,100.0,1
106,MS,F,17,R,T,mother,1,1,0,yes,yes,5,5,9,9,9,58.0,0
107,MS,F,16,U,T,father,2,1,0,no,no,5,1,11,11,11,92.0,1
108,MS,M,17,U,T,mother,1,1,0,no,yes,3,8,7,10,9,33.0,0
109,MS,M,17,U,T,mother,3,2,0,no,yes,1,0,10,10,10,100.0,1
110,MS,M,16,U,T,mother,2,2,0,no,yes,5,2,9,7,8,83.0,0
111,MS,F,16,U,T,mother,1,2,0,no,yes,3,0,14,15,16,100.0,1
112,MS,M,16,U,T,father,1,1,0,no,yes,5,0,11,12,12,100.0,1
113,MS,M,15,R,T,mother,3,2,0,no,no,5,11,9,11,10,8.0,0
114,MS,M,15,U,A,mother,3,4,0,no,no,5,8,13,14,14,33.0,0
115,MS,M,15,U,A,mother,1,1,0,no,yes,5,11,12,13,12,8.0,0
116,MS,F,16,R,T,mother,1,3,0,no,no,5,2,11,11,11,83.0,1
117,MS,F,16,U,T,mother,2,2,0,no,yes,1,8,9,10,10,33.0,0
118,MS,F,17,U,T,mother,2,1,0,no,no,1,5,9,11,11,58.0,0
119,MS,F,17,R,T,mother,2,2,0,yes,no,5,0,11,9,11,100.0,1
120,MS,F,16,U,T,mother,2,3,0,no,yes,5,1,10,11,12,92.0,1
121,MS,M,17,R,T,father,3,1,3,no,yes,5,2,9,9,8,83.0,0
122,MS,M,17,R,T,father,2,1,0,no,no,5,2,12,11,12,83.0,1
123,MS,M,17,U,T,mother,1,2,1,no,yes,5,8,8,9,8,33.0,0
124,MS,F,17,U,T,father,1,2,0,no,yes,5,0,13,15,16,100.0,1
125,MS,M,16,R,T,father,1,1,0,no,yes,2,0,10,11,11,100.0,1
126,MS,F,17,U,A,mother,1,2,0,no,yes,3,2,11,10,11,83.0,1
127,MS,F,17,R,T,mother,2,2,0,no,yes,5,0,17,18,18,100.0,1
128,MS,M,16,U,A,father,2,2,0,no,yes,5,0,12,13,13,100.0,1
129,MS,M,17,U,T,father,2,2,0,yes,yes,1,0,13,14,13,100.0,1
130,MS,M,19,U,T,mother,1,2,2,no,yes,4,2,9,9,10,83.0,1
131,MS,M,17,U,A,mother,1,1,0,no,no,5,4,11,11,12,67.0,0
132,MS,F,17,R,T,father,2,1,0,no,yes,4,3,10,11,10,75.0,0
133,MS,F,16,R,T,father,1,3,0,no,yes,3,5,13,14,13,58.0,0
134,MS,M,16,R,T,mother,1,1,0,no,no,5,4,9,10,11,67.0,0
135,MS,F,17,R,T,mother,2,2,3,no,yes,5,2,7,9,10,83.0,1
136,MS,M,17,R,T,mother,2,1,0,no,no,5,0,8,13,10,100.0,1
137,MS,M,18,R,T,other,3,1,1,no,no,4,0,12,12,13,100.0,1
138,MS,M,17,R,T,mother,2,1,0,no,yes,2,0,10,9,10,100.0,1
139,MS,M,18,U,T,mother,2,2,0,no,no,5,6,10,9,10,50.0,0
140,MS,F,16,R,T,father,1,2,0,no,no,1,0,11,13,12,100.0,1
141,MS,M,17,U,T,mother,1,1,1,no,no,5,0,7,0,0,100.0,0
142,MS,M,16,R,T,father,2,1,0,no,yes,5,2,11,9,10,83.0,1
143,MS,M,16,R,T,mother,2,1,0,no,yes,5,0,10,10,9,100.0,0
144,MS,M,18,R,T,other,2,1,1,no,yes,5,2,9,7,9,83.0,0
145,MS,M,18,R,T,mother,1,1,1,no,yes,5,0,4,0,0,100.0,0
146,MS,M,19,U,T,mother,2,1,3,no,no,3,4,6,11,9,67.0,0
147,MS,M,18,U,T,mother,1,2,2,no,yes,3,9,4,8,8,25.0,0
148,MS,M,16,R,T,mother,2,1,0,no,yes,4,6,7,8,8,50.0,0
149,MS,M,19,U,T,other,2,1,3,no,yes,5,4,8,9,9,67.0,0
150,MS,F,16,U,A,mother,2,2,2,no,no,1,8,5,5,7,33.0,0
151,MS,F,17,U,T,mother,1,1,0,no,no,5,9,7,9,10,25.0,0
152,MS,M,20,R,T,other,2,1,1,no,yes,4,12,8,11,10,0.0,0
153,MS,F,18,R,A,mother,1,1,0,no,yes,2,8,10,11,10,33.0,0
154,MS,M,18,R,T,mother,2,1,0,no,yes,5,8,9,10,11,33.0,0
155,MS,M,19,R,T,other,3,2,1,no,yes,2,8,10,9,11,33.0,0
156,MS,M,17,U,T,mother,2,2,1,no,yes,3,4,8,9,10,67.0,0
157,MS,M,18,U,T,mother,1,1,0,no,yes,3,0,9,10,9,100.0,0
158,MS,M,19,R,T,other,3,1,1,no,yes,5,4,8,9,10,67.0,0
159,MS,F,18,U,A,mother,2,2,2,no,no,5,2,6,8,8,83.0,0
160,MS,F,19,U,A,mother,1,1,0,no,no,5,0,6,8,7,100.0,0
161,MS,F,18,R,T,mother,2,1,1,no,yes,3,0,8,6,0,100.0,0
162,MS,F,17,R,T,mother,2,1,0,no,yes,5,0,10,11,11,100.0,1
163,MS,F,17,R,A,other,2,3,0,yes,no,3,5,8,7,8,58.0,0
164,MS,F,17,U,T,mother,1,2,0,no,yes,5,0,8,8,0,100.0,0
165,MS,F,18,R,T,mother,1,2,1,no,yes,4,3,7,6,8,75.0,0
166,MS,F,17,U,T,mother,1,1,0,no,no,5,0,8,10,9,100.0,0
167,MS,F,17,U,T,father,1,1,0,no,yes,3,0,7,10,10,100.0,1
168,MS,F,18,U,T,mother,3,2,2,no,no,5,3,7,8,7,75.0,0
169,MS,F,18,U,T,father,2,2,0,no,yes,1,2,12,13,14,83.0,1
170,MS,F,17,U,T,mother,2,1,0,no,yes,4,0,11,12,13,100.0,1
171,MS,F,18,U,A,mother,2,2,0,no,yes,4,0,12,13,14,100.0,1
172,MS,F,18,U,T,mother,2,2,0,no,yes,1,0,18,18,18,100.0,1
173,MS,M,18,U,T,mother,1,1,0,no,yes,5,3,17,17,17,75.0,0
174,MS,F,17,U,T,mother,2,2,0,no,yes,4,0,17,18,18,100.0,1
175,MS,F,18,R,T,mother,3,2,1,no,no,4,0,9,0,0,100.0,0
176,MS,M,18,U,T,mother,2,1,0,no,no,1,8,10,11,11,33.0,0
177,MS,M,18,R,T,mother,3,1,0,yes,yes,1,5,12,13,14,58.0,0
178,MS,M,17,R,T,father,3,1,0,no,no,4,4,12,13,14,67.0,0
179,MS,F,18,U,T,mother,2,2,0,no,yes,2,4,8,8,10,67.0,0
180,MS,F,18,U,T,father,2,3,0,no,yes,3,0,11,12,13,100.0,1
181,MS,F,18,R,A,mother,1,2,0,no,yes,5,0,5,0,0,100.0,0
182,MS,F,18,U,T,mother,3,2,1,no,no,2,2,9,10,10,83.0,1
183,MS,F,19,U,T,father,2,1,1,no,no,2,0,5,0,0,100.0,0
184,MS,F,17,U,T,father,2,4,0,no,yes,5,0,18,18,18,100.0,1
185,MS,F,17,R,A,mother,2,2,0,no,yes,2,5,11,11,12,58.0,0
186,MS,F,18,U,A,mother,1,2,0,no,no,3,2,8,10,11,83.0,1
187,MS,F,18,U,T,father,2,2,0,no,no,4,0,11,11,12,100.0,1
188,MS,F,19,R,A,other,2,2,3,no,no,1,0,8,0,0,100.0,0
189,MS,F,18,R,T,mother,2,3,0,no,yes,4,5,14,14,15,58.0,0
190,MS,M,17,R,T,mother,2,2,1,yes,yes,2,4,10,11,11,67.0,0
191,MS,F,18,U,T,father,1,2,0,no,no,5,0,10,10,10,100.0,1
192,MS,F,17,R,T,father,2,2,0,yes,yes,5,2,12,12,12,83.0,1
193,MS,F,17,U,A,mother,2,2,0,no,no,5,0,15,14,15,100.0,1
194,MS,M,18,U,T,father,2,1,0,no,yes,3,2,14,13,14,83.0,1
195,MS,F,18,U,T,father,2,3,0,no,yes,4,0,19,17,18,100.0,1
196,MS,F,18,R,A,mother,3,2,0,no,no,5,0,16,15,15,100.0,1
197,MS,F,18,U,T,mother,2,2,0,no,yes,3,6,13,12,13,50.0,0
198,MS,F,17,U,T,mother,1,2,0,no,yes,1,4,15,14,15,67.0,0
199,MS,F,17,R,T,father,2,2,0,no,no,3,0,13,13,13,100.0,1
200,MS,M,18,R,T,mother,2,2,0,yes,no,3,0,8,10,9,100.0,0
201,MS,M,18,U,T,mother,2,3,0,no,yes,5,0,15,16,16,100.0,1
202,MS,F,17,R,T,mother,3,1,1,no,yes,1,0,8,8,9,100.0,0
203,MS,F,18,U,T,father,2,1,0,no,yes,4,0,10,10,10,100.0,1
204,MS,F,18,R,T,father,3,2,0,no,yes,5,0,7,5,0,100.0,0
205,MS,M,18,R,T,father,3,1,0,no,yes,3,3,9,10,10,75.0,0
206,MS,F,17,U,T,mother,1,3,0,no,no,3,8,10,11,12,33.0,0
207,MS,F,17,R,T,mother,1,1,0,no,yes,1,4,7,8,9,67.0,0
208,MS,F,18,R,T,mother,2,3,0,no,yes,1,0,15,17,17,100.0,1
209,MS,F,18,R,T,mother,4,3,0,no,yes,4,4,10,11,12,67.0,0
210,MS,F,19,R,T,other,2,2,1,no,yes,3,4,7,8,9,67.0,0
211,MS,F,18,R,T,mother,1,2,0,no,yes,2,1,13,14,14,92.0,1
212,MS,F,18,U,T,mother,1,2,0,no,yes,1,1,16,16,16,92.0,1
213,MS,F,17,R,T,mother,1,2,0,no,yes,1,10,8,9,9,17.0,0
214,MS,M,18,U,T,father,1,2,0,no,yes,2,4,17,18,19,67.0,0
215,MS,M,18,R,T,mother,2,1,0,no,yes,5,0,7,7,0,100.0,0
216,MS,M,17,U,T,father,2,2,0,no,yes,3,4,14,15,16,67.0,0
217,MS,M,19,R,T,mother,2,1,1,no,no,5,0,5,8,0,100.0,0
218,MS,M,18,R,T,father,2,1,1,yes,no,3,0,7,7,0,100.0,0
219,MS,F,18,R,T,mother,2,3,0,no,no,4,0,14,17,15,100.0,1
220,MS,F,17,U,T,mother,2,2,0,no,yes,1,0,6,9,11,100.0,1
221,MS,F,18,R,T,mother,3,1,0,no,yes,5,4,7,9,10,67.0,0
222,MS,F,19,R,T,mother,1,3,1,no,yes,5,4,10,11,10,67.0,0
223,MS,F,18,U,T,mother,1,2,0,no,yes,1,4,15,15,16,67.0,0
224,MS,F,18,U,T,mother,2,2,0,no,no,5,6,11,12,9,50.0,0
225,MS,M,17,U,T,mother,2,1,0,no,yes,2,6,10,10,10,50.0,0
226,MS,M,18,R,T,mother,3,1,0,no,yes,5,4,10,11,11,67.0,0
